id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
373364,Male,62,1,28.0,0,1-2 Year,No,52339.0,124.0,54,0
216281,Female,26,1,15.0,0,< 1 Year,Yes,22208.0,152.0,148,0
298304,Male,36,1,0.0,0,1-2 Year,Yes,2630.0,23.0,138,0
325353,Male,54,1,28.0,1,1-2 Year,No,42190.0,124.0,65,0
381637,Male,53,1,28.0,1,1-2 Year,No,2630.0,124.0,212,0
38281,Female,47,1,8.0,0,1-2 Year,Yes,33348.0,7.0,183,1
199783,Female,50,1,7.0,0,1-2 Year,No,2630.0,26.0,22,0
305804,Female,69,1,8.0,0,1-2 Year,Yes,2630.0,156.0,226,0
21286,Male,53,1,8.0,1,1-2 Year,No,28113.0,151.0,81,0
287329,Male,24,1,46.0,1,< 1 Year,No,40134.0,152.0,269,0
167225,Male,32,1,41.0,1,< 1 Year,No,21067.0,152.0,40,0
342420,Female,29,1,15.0,1,< 1 Year,No,27794.0,152.0,154,0
285575,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,46,1
274892,Female,56,1,11.0,1,1-2 Year,No,2630.0,26.0,64,0
373573,Male,28,1,12.0,1,< 1 Year,No,39826.0,152.0,296,0
356774,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,152.0,171,0
380186,Male,45,1,28.0,0,1-2 Year,Yes,35755.0,163.0,207,0
391116,Female,35,1,48.0,1,1-2 Year,No,2630.0,15.0,49,0
196037,Female,24,1,10.0,1,< 1 Year,No,2630.0,151.0,230,0
292266,Male,25,1,15.0,1,< 1 Year,No,36862.0,152.0,216,0
83883,Female,24,1,37.0,0,< 1 Year,No,2630.0,152.0,247,0
485778,Male,28,1,18.0,1,< 1 Year,No,22637.0,152.0,283,0
488169,Female,54,1,28.0,1,1-2 Year,No,2630.0,124.0,13,0
137411,Female,30,1,29.0,1,< 1 Year,No,26638.0,152.0,163,0
152410,Male,44,1,12.0,0,1-2 Year,Yes,2630.0,26.0,164,1
324984,Male,41,1,28.0,0,1-2 Year,Yes,42707.0,26.0,235,1
47892,Female,30,1,21.0,1,< 1 Year,No,29036.0,152.0,258,0
36059,Male,59,1,28.0,0,1-2 Year,Yes,36547.0,26.0,102,0
352383,Female,21,1,46.0,0,< 1 Year,No,28738.0,160.0,131,0
451118,Male,33,1,33.0,0,1-2 Year,Yes,2630.0,154.0,168,1
129422,Male,26,1,21.0,0,< 1 Year,Yes,22628.0,152.0,32,0
81197,Female,40,1,48.0,0,1-2 Year,Yes,2630.0,26.0,204,1
107698,Male,25,1,11.0,1,< 1 Year,No,24020.0,152.0,279,0
333727,Male,20,1,13.0,0,< 1 Year,No,22326.0,160.0,271,0
153931,Male,22,1,17.0,1,< 1 Year,No,2630.0,152.0,269,0
65684,Female,49,1,0.0,0,1-2 Year,No,2630.0,52.0,94,0
39005,Female,61,1,28.0,0,1-2 Year,Yes,31331.0,26.0,59,0
78180,Male,20,1,28.0,0,1-2 Year,Yes,44599.0,124.0,221,0
421234,Male,52,1,41.0,0,1-2 Year,Yes,40982.0,26.0,287,1
164265,Male,44,1,0.0,0,1-2 Year,Yes,2630.0,26.0,261,0
493425,Female,23,1,15.0,1,< 1 Year,No,39557.0,152.0,200,0
149182,Male,23,1,15.0,1,< 1 Year,No,39228.0,152.0,183,0
368506,Female,36,1,19.0,0,1-2 Year,Yes,2630.0,157.0,285,0
131273,Male,45,1,28.0,0,1-2 Year,Yes,56003.0,124.0,57,0
204063,Female,43,1,28.0,0,1-2 Year,Yes,27570.0,53.0,102,0
476319,Male,42,1,11.0,0,1-2 Year,Yes,2630.0,124.0,184,1
356742,Male,22,1,30.0,1,< 1 Year,No,34644.0,152.0,97,0
95751,Male,51,1,4.0,0,1-2 Year,No,2630.0,156.0,274,0
204417,Female,24,1,49.0,0,< 1 Year,No,2630.0,152.0,112,0
97320,Male,54,1,28.0,0,1-2 Year,Yes,40580.0,26.0,184,0
339888,Male,43,1,0.0,1,1-2 Year,No,2630.0,26.0,240,0
334798,Female,75,1,28.0,0,1-2 Year,Yes,54628.0,26.0,26,0
461372,Male,62,1,28.0,0,> 2 Years,Yes,49009.0,26.0,172,1
479117,Male,21,1,28.0,1,< 1 Year,No,67389.0,152.0,169,0
341291,Male,55,1,11.0,0,1-2 Year,Yes,2630.0,124.0,27,0
481399,Female,32,1,28.0,0,< 1 Year,Yes,39919.0,26.0,200,1
483215,Female,23,1,29.0,1,< 1 Year,No,2630.0,152.0,117,0
375167,Male,53,1,28.0,0,1-2 Year,Yes,47305.0,124.0,248,1
221117,Female,38,1,46.0,0,1-2 Year,Yes,2630.0,160.0,79,0
287045,Female,78,1,18.0,1,1-2 Year,No,36112.0,124.0,36,0
266168,Female,23,1,28.0,0,1-2 Year,Yes,2630.0,156.0,291,0
330660,Male,63,1,28.0,1,1-2 Year,No,32282.0,124.0,94,0
114777,Male,26,1,18.0,0,< 1 Year,Yes,29217.0,152.0,79,1
457970,Male,29,1,10.0,1,< 1 Year,No,24343.0,152.0,252,0
15649,Male,39,1,28.0,0,1-2 Year,Yes,29684.0,26.0,16,1
64542,Female,24,1,32.0,1,< 1 Year,No,29470.0,152.0,251,0
33357,Female,25,1,13.0,0,< 1 Year,Yes,36150.0,152.0,148,0
506252,Female,45,1,28.0,0,> 2 Years,Yes,46409.0,26.0,127,1
142021,Female,21,1,37.0,0,< 1 Year,Yes,43495.0,160.0,87,0
71084,Male,42,1,46.0,1,1-2 Year,No,28031.0,124.0,278,0
235716,Male,40,1,8.0,0,1-2 Year,Yes,2630.0,122.0,116,0
208046,Female,22,1,35.0,1,< 1 Year,No,24399.0,152.0,24,0
476540,Male,64,1,28.0,1,1-2 Year,No,28481.0,29.0,200,0
159527,Male,46,1,33.0,0,1-2 Year,Yes,37833.0,124.0,121,0
331112,Female,30,1,47.0,0,1-2 Year,Yes,2630.0,156.0,44,0
196408,Female,25,1,8.0,1,< 1 Year,No,34453.0,160.0,65,0
392982,Male,21,1,3.0,1,< 1 Year,No,18593.0,160.0,60,0
182101,Female,42,1,47.0,1,1-2 Year,No,2630.0,113.0,164,0
321166,Male,63,1,8.0,0,1-2 Year,Yes,35947.0,124.0,242,0
225129,Male,61,1,28.0,1,1-2 Year,No,30843.0,26.0,64,0
310311,Male,43,1,28.0,0,1-2 Year,Yes,44458.0,124.0,97,0
66779,Female,33,1,28.0,1,< 1 Year,No,31928.0,26.0,172,0
100954,Female,35,1,20.0,0,1-2 Year,Yes,2630.0,124.0,77,0
23054,Male,50,1,8.0,0,> 2 Years,Yes,48217.0,124.0,216,1
358383,Male,44,1,28.0,0,1-2 Year,Yes,64222.0,26.0,295,0
6192,Female,24,1,32.0,1,< 1 Year,No,22364.0,152.0,251,0
29479,Male,27,1,15.0,0,< 1 Year,No,20771.0,152.0,164,1
170461,Male,38,1,30.0,0,1-2 Year,Yes,26343.0,124.0,167,0
240518,Male,25,1,41.0,1,< 1 Year,No,66159.0,152.0,278,0
150075,Female,22,1,6.0,1,< 1 Year,No,46533.0,152.0,27,0
334517,Female,73,1,28.0,0,1-2 Year,No,31955.0,26.0,227,0
245400,Male,30,1,8.0,0,< 1 Year,Yes,29612.0,152.0,183,0
480068,Female,29,1,7.0,1,< 1 Year,No,53354.0,160.0,294,0
73068,Female,25,1,50.0,0,< 1 Year,Yes,34986.0,152.0,111,0
129027,Female,21,1,6.0,1,< 1 Year,No,32608.0,152.0,260,0
100597,Female,37,1,41.0,1,1-2 Year,No,49937.0,26.0,262,0
201921,Male,55,1,7.0,1,1-2 Year,No,2630.0,124.0,91,0
77382,Female,26,1,21.0,1,< 1 Year,No,36004.0,152.0,239,0
80379,Female,77,1,8.0,0,> 2 Years,Yes,2630.0,157.0,195,0
184722,Male,63,1,28.0,0,> 2 Years,Yes,2630.0,26.0,127,1
139592,Male,50,1,8.0,0,1-2 Year,Yes,43927.0,124.0,50,1
126729,Male,46,1,25.0,0,1-2 Year,Yes,24320.0,124.0,219,0
69313,Male,69,1,11.0,0,1-2 Year,Yes,33178.0,120.0,181,1
298068,Female,21,1,46.0,1,< 1 Year,No,27241.0,160.0,184,0
356138,Female,72,1,28.0,0,1-2 Year,Yes,36394.0,26.0,253,0
148275,Male,38,1,28.0,0,1-2 Year,Yes,32016.0,122.0,112,1
490544,Female,24,1,11.0,1,< 1 Year,No,2630.0,152.0,105,0
112275,Female,23,1,46.0,1,< 1 Year,No,27492.0,152.0,246,0
66699,Male,53,1,28.0,1,1-2 Year,No,38042.0,26.0,61,0
452000,Male,23,1,36.0,1,< 1 Year,No,29184.0,152.0,28,0
346555,Male,50,1,3.0,0,1-2 Year,Yes,24183.0,124.0,209,0
22316,Male,79,1,28.0,0,1-2 Year,Yes,94506.0,26.0,180,0
95992,Female,22,1,30.0,1,< 1 Year,No,35554.0,152.0,103,0
103280,Female,54,1,28.0,0,1-2 Year,Yes,48005.0,124.0,299,1
443946,Female,43,1,19.0,0,1-2 Year,Yes,32277.0,124.0,158,1
238313,Female,60,1,28.0,0,1-2 Year,Yes,44780.0,26.0,230,0
227683,Female,25,1,10.0,1,< 1 Year,No,19308.0,152.0,48,0
22603,Female,28,1,41.0,0,< 1 Year,Yes,35138.0,26.0,91,0
475648,Male,28,1,6.0,1,< 1 Year,No,27444.0,152.0,128,0
94288,Female,26,1,2.0,1,< 1 Year,No,20147.0,152.0,46,0
291686,Female,24,1,15.0,0,< 1 Year,Yes,33628.0,152.0,64,0
8633,Male,40,1,39.0,0,1-2 Year,No,2630.0,156.0,177,0
373821,Male,40,1,23.0,0,1-2 Year,Yes,25260.0,124.0,283,0
361538,Male,48,1,28.0,0,1-2 Year,Yes,53099.0,124.0,248,0
368805,Male,72,1,8.0,0,1-2 Year,Yes,30882.0,4.0,59,0
473413,Male,30,1,10.0,0,< 1 Year,Yes,25701.0,154.0,148,1
114395,Female,22,1,18.0,1,< 1 Year,No,30662.0,152.0,225,0
177993,Male,34,1,15.0,0,1-2 Year,Yes,2630.0,122.0,180,0
390168,Male,26,1,41.0,1,< 1 Year,No,42589.0,152.0,241,0
118164,Male,25,1,8.0,1,< 1 Year,No,33491.0,152.0,19,0
264529,Male,35,1,21.0,1,1-2 Year,No,2630.0,152.0,78,0
311461,Male,40,1,28.0,0,1-2 Year,Yes,45177.0,26.0,102,1
334075,Female,27,1,34.0,1,< 1 Year,No,2630.0,152.0,158,0
233196,Female,23,1,15.0,0,< 1 Year,Yes,39890.0,152.0,135,0
183551,Female,31,1,28.0,1,< 1 Year,No,30970.0,152.0,189,0
85760,Male,45,1,3.0,0,1-2 Year,Yes,2630.0,124.0,165,0
99283,Male,42,1,10.0,1,1-2 Year,No,2630.0,26.0,166,0
14601,Female,27,1,45.0,1,< 1 Year,No,22749.0,152.0,161,0
361419,Male,30,1,11.0,1,< 1 Year,No,29780.0,152.0,77,0
419234,Male,46,1,41.0,1,1-2 Year,No,35698.0,26.0,214,0
281770,Female,51,1,28.0,1,1-2 Year,No,47363.0,26.0,96,0
420878,Female,37,1,37.0,0,1-2 Year,Yes,28842.0,124.0,144,1
200402,Female,43,1,28.0,1,1-2 Year,No,2630.0,124.0,34,0
380362,Male,61,1,7.0,1,1-2 Year,No,2630.0,26.0,106,0
375559,Male,23,1,28.0,0,< 1 Year,Yes,2630.0,152.0,130,1
415302,Female,24,1,28.0,1,< 1 Year,No,30225.0,152.0,284,0
62506,Female,57,1,41.0,1,1-2 Year,No,2630.0,152.0,208,0
409703,Male,22,1,28.0,1,< 1 Year,No,34785.0,152.0,87,0
341616,Female,26,1,21.0,1,< 1 Year,No,19279.0,160.0,99,0
171202,Male,54,1,28.0,1,1-2 Year,No,34606.0,30.0,295,0
6529,Male,25,1,28.0,1,< 1 Year,No,33958.0,152.0,158,0
187493,Female,37,1,50.0,0,1-2 Year,Yes,2630.0,152.0,211,0
17327,Female,34,1,46.0,1,1-2 Year,No,41368.0,152.0,42,0
22971,Male,22,1,46.0,1,< 1 Year,No,23200.0,160.0,217,0
124925,Male,48,1,28.0,0,1-2 Year,Yes,41072.0,124.0,159,0
123312,Female,43,1,18.0,1,1-2 Year,No,2630.0,156.0,274,0
95672,Female,24,1,28.0,0,< 1 Year,Yes,31753.0,124.0,35,0
355648,Female,21,1,25.0,1,< 1 Year,No,29905.0,160.0,211,0
172919,Male,22,1,37.0,0,< 1 Year,Yes,30998.0,152.0,279,1
505207,Male,53,1,11.0,1,1-2 Year,No,40759.0,26.0,196,0
349895,Female,51,1,28.0,1,1-2 Year,No,58272.0,26.0,169,0
493675,Female,31,1,29.0,1,< 1 Year,No,33089.0,152.0,250,0
157946,Male,27,1,41.0,1,< 1 Year,No,27327.0,152.0,261,0
290945,Male,54,1,28.0,0,> 2 Years,Yes,44423.0,26.0,66,1
89782,Female,24,1,37.0,1,< 1 Year,No,27379.0,152.0,269,0
345299,Male,36,1,0.0,1,1-2 Year,No,2630.0,26.0,100,0
312526,Female,50,1,8.0,0,1-2 Year,Yes,45115.0,154.0,43,0
233351,Female,40,1,52.0,0,1-2 Year,Yes,35164.0,26.0,57,1
349898,Male,30,1,36.0,0,1-2 Year,Yes,2630.0,155.0,190,0
320822,Male,41,1,29.0,0,1-2 Year,Yes,37931.0,124.0,270,0
319090,Male,20,1,46.0,0,< 1 Year,Yes,34398.0,160.0,257,0
462474,Female,37,1,11.0,0,1-2 Year,Yes,37440.0,154.0,258,1
51968,Female,32,1,28.0,0,< 1 Year,Yes,23080.0,152.0,244,1
357582,Male,25,1,30.0,1,< 1 Year,No,30348.0,152.0,172,0
394565,Male,28,1,10.0,1,< 1 Year,No,26417.0,152.0,213,0
251179,Male,62,1,28.0,0,1-2 Year,Yes,45868.0,122.0,215,0
299241,Female,25,1,14.0,1,< 1 Year,No,2630.0,152.0,13,0
184517,Male,22,1,30.0,0,< 1 Year,Yes,2630.0,152.0,226,0
336049,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,15.0,119,1
40037,Female,27,1,28.0,0,< 1 Year,Yes,33864.0,152.0,221,1
498878,Male,59,1,30.0,1,1-2 Year,No,21208.0,152.0,266,0
183356,Female,26,1,15.0,0,< 1 Year,No,2630.0,152.0,180,0
434420,Female,21,1,46.0,1,< 1 Year,No,25982.0,160.0,206,0
318245,Male,24,1,8.0,0,< 1 Year,Yes,20669.0,152.0,44,0
351842,Female,42,1,35.0,0,1-2 Year,No,34149.0,26.0,82,0
386633,Male,48,1,28.0,1,1-2 Year,No,63629.0,124.0,214,0
301296,Male,46,1,18.0,0,1-2 Year,Yes,20032.0,25.0,257,0
140941,Female,22,1,41.0,1,< 1 Year,No,16151.0,152.0,115,0
300506,Male,49,1,28.0,0,1-2 Year,Yes,49353.0,124.0,264,0
115978,Male,48,1,28.0,0,1-2 Year,Yes,2630.0,26.0,54,0
74006,Female,37,1,19.0,0,1-2 Year,No,2630.0,157.0,181,0
329485,Female,49,1,28.0,1,1-2 Year,No,34825.0,26.0,60,0
199187,Male,28,1,7.0,1,< 1 Year,No,2630.0,152.0,16,0
95315,Female,27,1,37.0,0,< 1 Year,No,46679.0,26.0,16,0
399548,Male,29,1,34.0,0,1-2 Year,Yes,2630.0,163.0,208,1
369176,Male,22,1,8.0,1,< 1 Year,No,33136.0,152.0,73,0
401947,Female,52,1,8.0,1,1-2 Year,No,43503.0,124.0,294,0
420491,Male,25,1,28.0,1,< 1 Year,No,56329.0,152.0,241,0
63530,Male,56,1,50.0,0,> 2 Years,Yes,36388.0,26.0,254,0
70687,Male,45,1,8.0,0,1-2 Year,Yes,50519.0,26.0,129,0
50344,Male,35,1,28.0,1,1-2 Year,No,2630.0,122.0,80,0
124909,Male,49,1,3.0,0,1-2 Year,Yes,34229.0,26.0,233,1
407137,Female,27,1,28.0,1,< 1 Year,No,25252.0,152.0,114,0
417105,Male,29,1,18.0,1,< 1 Year,No,35419.0,152.0,239,0
337594,Male,39,1,28.0,1,1-2 Year,No,60320.0,44.0,159,0
280610,Male,73,1,8.0,1,1-2 Year,No,58666.0,7.0,35,0
74924,Female,41,1,28.0,0,> 2 Years,Yes,39960.0,122.0,39,0
305251,Female,46,1,1.0,0,1-2 Year,Yes,2630.0,124.0,186,0
160567,Male,25,1,19.0,0,< 1 Year,No,24125.0,152.0,20,0
87120,Female,24,1,28.0,1,< 1 Year,No,30754.0,152.0,134,0
322116,Male,47,1,8.0,0,1-2 Year,Yes,41424.0,124.0,136,0
202377,Female,60,1,28.0,0,1-2 Year,Yes,53528.0,26.0,297,0
182762,Male,74,1,28.0,1,1-2 Year,Yes,37612.0,26.0,98,0
337668,Female,23,1,14.0,1,< 1 Year,No,25550.0,152.0,140,0
287174,Female,21,1,30.0,0,< 1 Year,Yes,26285.0,152.0,279,0
260429,Male,41,1,48.0,1,1-2 Year,No,2630.0,124.0,96,0
502651,Male,26,1,41.0,1,< 1 Year,No,35794.0,160.0,170,0
47798,Female,42,1,6.0,0,1-2 Year,Yes,35867.0,124.0,206,0
460528,Female,31,1,46.0,1,< 1 Year,No,42485.0,152.0,64,0
492311,Female,37,1,28.0,0,1-2 Year,Yes,47562.0,147.0,213,1
482997,Female,21,1,41.0,1,< 1 Year,No,28247.0,160.0,80,0
245766,Female,47,1,28.0,0,1-2 Year,Yes,42997.0,26.0,47,0
349978,Female,64,1,28.0,0,1-2 Year,Yes,52045.0,124.0,47,0
23569,Female,24,1,28.0,1,< 1 Year,No,50515.0,152.0,287,0
47132,Female,35,1,28.0,0,< 1 Year,No,2630.0,1.0,228,0
471232,Female,20,1,8.0,1,< 1 Year,No,54638.0,160.0,121,0
280028,Male,77,1,3.0,1,1-2 Year,No,2630.0,124.0,138,0
37781,Male,25,1,39.0,1,< 1 Year,No,2630.0,152.0,86,0
139648,Male,62,1,33.0,0,1-2 Year,Yes,2630.0,26.0,140,0
304898,Male,62,1,46.0,0,1-2 Year,Yes,19954.0,163.0,242,0
67473,Male,43,1,28.0,1,1-2 Year,No,27255.0,152.0,140,0
83015,Male,50,1,33.0,1,1-2 Year,No,2630.0,26.0,103,0
444287,Female,35,1,33.0,0,1-2 Year,Yes,34974.0,124.0,272,1
261641,Male,67,1,28.0,0,> 2 Years,Yes,53501.0,26.0,213,0
409039,Male,24,1,8.0,1,< 1 Year,No,44287.0,152.0,157,0
132412,Male,59,1,8.0,0,1-2 Year,Yes,33897.0,124.0,99,0
195839,Male,22,1,8.0,1,< 1 Year,No,52003.0,152.0,192,0
380794,Male,75,1,28.0,1,1-2 Year,No,35136.0,120.0,192,0
173794,Male,73,1,48.0,1,1-2 Year,No,2630.0,26.0,61,0
271337,Female,25,1,30.0,1,< 1 Year,No,32642.0,152.0,205,0
409947,Male,36,1,41.0,0,1-2 Year,Yes,2630.0,157.0,52,1
479163,Male,56,1,28.0,0,1-2 Year,Yes,31775.0,31.0,233,1
2159,Male,59,1,33.0,1,1-2 Year,No,35933.0,26.0,223,0
293213,Female,23,1,6.0,1,< 1 Year,No,33262.0,152.0,267,0
462276,Female,25,1,46.0,1,< 1 Year,No,16578.0,152.0,108,0
36060,Female,47,1,28.0,1,1-2 Year,Yes,38987.0,26.0,68,0
94824,Male,49,1,18.0,1,1-2 Year,No,39677.0,131.0,275,0
293008,Female,22,1,8.0,1,< 1 Year,No,26183.0,152.0,285,0
212312,Male,38,1,45.0,1,1-2 Year,No,26615.0,152.0,72,0
433012,Female,38,1,46.0,1,1-2 Year,No,36407.0,26.0,212,0
143832,Male,51,1,28.0,0,1-2 Year,Yes,42919.0,26.0,251,1
379420,Female,60,1,28.0,0,1-2 Year,Yes,2630.0,124.0,90,1
300553,Female,40,1,28.0,0,1-2 Year,Yes,37126.0,15.0,80,0
358141,Female,24,1,21.0,0,< 1 Year,Yes,32233.0,152.0,12,0
337436,Male,51,1,45.0,0,1-2 Year,Yes,30919.0,31.0,51,0
13670,Female,21,1,41.0,1,< 1 Year,No,2630.0,152.0,215,0
276351,Male,55,1,28.0,1,1-2 Year,No,34044.0,26.0,253,0
450691,Male,23,1,50.0,1,< 1 Year,No,27970.0,152.0,34,0
339064,Male,75,1,8.0,1,1-2 Year,No,32994.0,29.0,204,0
12808,Female,59,1,48.0,0,1-2 Year,Yes,2630.0,26.0,205,0
966,Female,25,1,8.0,1,< 1 Year,No,36341.0,152.0,65,0
62244,Male,26,1,14.0,1,< 1 Year,No,28633.0,152.0,100,0
110204,Male,41,1,31.0,0,> 2 Years,Yes,2630.0,124.0,111,1
193796,Female,22,1,15.0,1,< 1 Year,No,40763.0,152.0,213,0
440379,Male,28,1,30.0,1,< 1 Year,No,2630.0,160.0,276,0
353661,Male,60,1,39.0,1,1-2 Year,No,28894.0,124.0,214,0
54991,Female,23,1,3.0,0,< 1 Year,Yes,23219.0,152.0,117,0
186223,Female,43,1,23.0,1,1-2 Year,No,27943.0,26.0,273,0
87948,Female,23,1,50.0,0,< 1 Year,Yes,37484.0,152.0,35,0
400374,Female,22,1,28.0,1,< 1 Year,No,41961.0,152.0,92,0
245688,Female,45,1,41.0,0,1-2 Year,Yes,28044.0,124.0,130,1
373870,Male,45,1,15.0,0,1-2 Year,Yes,29335.0,124.0,83,1
26985,Female,49,0,41.0,1,1-2 Year,No,55804.0,124.0,191,0
288895,Female,22,1,14.0,1,< 1 Year,No,19570.0,152.0,60,0
256405,Female,46,1,28.0,1,1-2 Year,No,40970.0,124.0,204,0
176079,Female,26,1,50.0,1,< 1 Year,No,26849.0,152.0,109,0
211652,Female,48,1,18.0,1,1-2 Year,No,32741.0,131.0,181,0
100244,Male,23,1,35.0,1,< 1 Year,No,39251.0,152.0,208,0
298063,Male,23,1,21.0,1,< 1 Year,No,35177.0,152.0,78,0
125467,Male,64,1,14.0,0,> 2 Years,Yes,43009.0,124.0,114,1
354633,Female,21,1,15.0,1,< 1 Year,No,29817.0,152.0,176,0
404321,Male,31,1,46.0,0,< 1 Year,Yes,23847.0,154.0,100,1
117688,Male,21,1,15.0,0,< 1 Year,Yes,27211.0,152.0,117,0
346149,Female,22,1,15.0,0,< 1 Year,Yes,39548.0,152.0,112,0
72848,Male,47,1,28.0,0,1-2 Year,Yes,45570.0,26.0,171,1
342476,Female,22,1,29.0,1,< 1 Year,No,46280.0,152.0,214,0
155951,Male,60,1,8.0,1,1-2 Year,Yes,39919.0,25.0,131,0
283146,Female,64,1,28.0,0,1-2 Year,Yes,93089.0,26.0,276,0
306743,Male,41,1,43.0,0,1-2 Year,Yes,29542.0,124.0,42,0
470674,Female,26,1,6.0,1,< 1 Year,No,22409.0,152.0,164,0
195174,Male,21,1,47.0,0,< 1 Year,Yes,35202.0,153.0,273,0
219814,Male,42,1,50.0,0,1-2 Year,Yes,45165.0,124.0,202,0
294267,Female,46,1,41.0,0,1-2 Year,Yes,33109.0,124.0,89,0
219855,Male,30,1,28.0,0,< 1 Year,No,2630.0,152.0,281,0
268040,Male,48,1,39.0,0,> 2 Years,Yes,25800.0,29.0,158,0
169418,Male,74,1,17.0,0,1-2 Year,No,22655.0,124.0,82,0
124869,Male,42,1,28.0,0,1-2 Year,Yes,23162.0,26.0,81,1
412202,Female,29,1,8.0,1,< 1 Year,No,44210.0,152.0,267,0
192189,Male,33,1,27.0,0,1-2 Year,Yes,2630.0,157.0,90,0
233826,Male,24,1,47.0,1,< 1 Year,No,44733.0,152.0,193,0
201963,Female,61,1,46.0,0,1-2 Year,Yes,29815.0,26.0,149,0
401335,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,157.0,95,1
282524,Female,20,1,46.0,1,< 1 Year,No,28510.0,160.0,250,0
211269,Female,29,1,11.0,1,< 1 Year,No,2630.0,152.0,164,0
167046,Male,31,1,33.0,0,< 1 Year,Yes,28010.0,124.0,246,0
226533,Male,43,1,41.0,1,1-2 Year,No,40297.0,124.0,219,0
38351,Male,42,1,28.0,0,1-2 Year,Yes,2630.0,124.0,129,0
101765,Male,44,1,28.0,1,1-2 Year,No,2630.0,156.0,173,0
25506,Male,52,1,2.0,0,1-2 Year,Yes,34879.0,163.0,247,0
232997,Male,27,1,19.0,1,< 1 Year,No,27445.0,152.0,140,0
359179,Male,42,1,29.0,0,1-2 Year,Yes,30308.0,124.0,137,1
130872,Male,70,1,41.0,0,> 2 Years,Yes,42920.0,154.0,245,1
274929,Female,29,1,35.0,0,< 1 Year,Yes,37799.0,152.0,71,0
358254,Female,32,1,6.0,1,< 1 Year,No,21240.0,26.0,62,0
190318,Female,31,1,28.0,1,< 1 Year,No,29330.0,152.0,138,0
439754,Male,42,1,45.0,0,1-2 Year,Yes,2630.0,157.0,199,1
121328,Female,41,1,21.0,0,1-2 Year,Yes,2630.0,26.0,89,1
249805,Male,23,1,24.0,0,< 1 Year,Yes,29163.0,160.0,95,0
335245,Female,46,1,33.0,1,1-2 Year,No,2630.0,152.0,61,0
234890,Male,46,1,28.0,1,1-2 Year,No,67236.0,26.0,116,0
284366,Male,44,1,28.0,1,1-2 Year,No,62093.0,26.0,172,0
29611,Female,41,1,46.0,0,1-2 Year,Yes,2630.0,124.0,67,0
187386,Female,37,1,28.0,0,1-2 Year,Yes,37213.0,122.0,53,1
262613,Male,51,1,28.0,0,1-2 Year,Yes,29863.0,52.0,45,1
179647,Male,22,1,39.0,0,< 1 Year,Yes,40565.0,152.0,253,0
477941,Female,47,1,28.0,0,1-2 Year,Yes,50030.0,124.0,252,1
217923,Female,23,1,28.0,1,< 1 Year,No,47811.0,152.0,165,0
85411,Male,46,1,28.0,0,1-2 Year,Yes,60774.0,154.0,211,1
466158,Female,33,1,28.0,0,< 1 Year,Yes,32273.0,124.0,147,1
191464,Female,31,1,30.0,1,< 1 Year,No,31689.0,152.0,180,0
201800,Female,63,1,28.0,0,1-2 Year,Yes,21277.0,124.0,190,0
195511,Male,24,1,9.0,1,< 1 Year,No,41593.0,152.0,139,0
385576,Male,28,1,3.0,0,1-2 Year,Yes,2630.0,157.0,30,1
69150,Male,43,1,41.0,0,1-2 Year,Yes,2630.0,157.0,180,0
21031,Female,20,1,3.0,0,< 1 Year,Yes,24260.0,160.0,128,0
62330,Female,23,1,29.0,1,< 1 Year,No,39504.0,152.0,144,0
377507,Female,24,1,14.0,1,< 1 Year,No,22341.0,152.0,254,0
470828,Female,30,1,30.0,1,< 1 Year,No,2630.0,152.0,132,0
470357,Male,26,1,28.0,1,< 1 Year,No,2630.0,152.0,51,0
332446,Male,56,1,28.0,0,1-2 Year,Yes,31015.0,124.0,164,1
178055,Male,35,1,0.0,0,1-2 Year,Yes,2630.0,26.0,105,0
56948,Male,21,1,37.0,1,< 1 Year,No,34979.0,152.0,79,0
304173,Male,54,1,28.0,0,1-2 Year,Yes,35441.0,26.0,90,1
368699,Female,77,1,28.0,0,1-2 Year,Yes,29200.0,26.0,175,0
328692,Female,62,1,28.0,0,1-2 Year,Yes,77951.0,26.0,155,0
130012,Female,25,1,30.0,1,< 1 Year,No,2630.0,152.0,30,0
27207,Male,76,1,0.0,0,1-2 Year,Yes,2630.0,26.0,190,0
253418,Female,60,1,30.0,1,1-2 Year,No,29727.0,26.0,257,0
367160,Male,50,1,46.0,1,1-2 Year,No,33824.0,26.0,63,0
435218,Female,21,1,46.0,1,< 1 Year,No,21996.0,160.0,132,0
52121,Male,23,1,41.0,1,< 1 Year,No,27293.0,151.0,109,0
156300,Male,24,1,39.0,0,< 1 Year,No,40233.0,157.0,45,0
462444,Female,23,1,50.0,1,< 1 Year,No,23111.0,152.0,290,0
379872,Male,30,1,15.0,1,< 1 Year,No,43074.0,152.0,165,0
370630,Female,21,1,13.0,0,< 1 Year,Yes,30024.0,152.0,45,0
105420,Male,22,1,31.0,1,< 1 Year,No,2630.0,152.0,140,0
262746,Female,25,1,7.0,1,< 1 Year,No,49268.0,152.0,180,0
